"expt.id","cell.line","well","colony","uid","paired","time","time.units","drug1","drug1.conc","drug1.units","rate"
"20120323","PC9","H02","A","20120323_PC9_H02_A","No",0,"h","erlotinib",3e-06,"M",-0.0166461809129187
"20120323","PC9","G03","D","20120323_PC9_G03_D","No",0,"h","erlotinib",3e-06,"M",0.00341401938880066
"20120323","PC9","H10","B","20120323_PC9_H10_B","No",0,"h","erlotinib",3e-06,"M",-0.0141697502610416
"20120323","PC9","G02","C","20120323_PC9_G02_C","No",0,"h","erlotinib",3e-06,"M",-0.00343552952919811
"20120323","PC9","G07","A","20120323_PC9_G07_A","No",0,"h","erlotinib",3e-06,"M",-0.00600768697549317
"20120323","PC9","G07","C","20120323_PC9_G07_C","No",0,"h","erlotinib",3e-06,"M",-0.00640942219900414
"20120323","PC9","G10","C","20120323_PC9_G10_C","No",0,"h","erlotinib",3e-06,"M",-0.023163330847029
"20120323","PC9","H08","A","20120323_PC9_H08_A","No",0,"h","erlotinib",3e-06,"M",-0.00464594893493157
"20120323","PC9","G01","A","20120323_PC9_G01_A","No",0,"h","erlotinib",3e-06,"M",-0.0093458948584102
"20120323","PC9","G10","A","20120323_PC9_G10_A","No",0,"h","erlotinib",3e-06,"M",-0.0113552792105074
"20120323","PC9","G09","A","20120323_PC9_G09_A","No",0,"h","erlotinib",3e-06,"M",0.00709804197744035
"20120323","PC9","G03","A","20120323_PC9_G03_A","No",0,"h","erlotinib",3e-06,"M",-0.0259720215491104
"20120323","PC9","G10","B","20120323_PC9_G10_B","No",0,"h","erlotinib",3e-06,"M",-0.016773799356782
"20120323","PC9","H09","B","20120323_PC9_H09_B","No",0,"h","erlotinib",3e-06,"M",-0.0121636396818653
"20120323","PC9","E07","B","20120323_PC9_E07_B","No",0,"h","erlotinib",3e-06,"M",0.000808908248924219
"20120323","PC9","E07","C","20120323_PC9_E07_C","No",0,"h","erlotinib",3e-06,"M",0.000570500575854146
"20120323","PC9","E07","A","20120323_PC9_E07_A","No",0,"h","erlotinib",3e-06,"M",-0.00880351647626244
"20120323","PC9","F08","A","20120323_PC9_F08_A","No",0,"h","erlotinib",3e-06,"M",-0.0163662581336372
"20120323","PC9","G08","A","20120323_PC9_G08_A","No",0,"h","erlotinib",3e-06,"M",-0.0163162624687645
"20120323","PC9","H09","C","20120323_PC9_H09_C","No",0,"h","erlotinib",3e-06,"M",-0.00358919216244006
"20120410","PC9","E05","A","20120410_PC9_E05_A","No",0,"h","erlotinib",3e-06,"M",-0.000333577868069499
"20120410","PC9","E05","B","20120410_PC9_E05_B","No",0,"h","erlotinib",3e-06,"M",-0.00721233331139707
"20120410","PC9","E05","C","20120410_PC9_E05_C","No",0,"h","erlotinib",3e-06,"M",-0.0190982968699405
"20120410","PC9","E05","D","20120410_PC9_E05_D","No",0,"h","erlotinib",3e-06,"M",-0.00273171843070029
"20120410","PC9","E05","E","20120410_PC9_E05_E","No",0,"h","erlotinib",3e-06,"M",-0.0280062502958374
"20120410","PC9","E05","F","20120410_PC9_E05_F","No",0,"h","erlotinib",3e-06,"M",-0.0127856011623937
"20120410","PC9","E05","G","20120410_PC9_E05_G","No",0,"h","erlotinib",3e-06,"M",-0.00843149317647249
"20120410","PC9","E05","H","20120410_PC9_E05_H","No",0,"h","erlotinib",3e-06,"M",-0.0119216112634608
"20120410","PC9","E05","I","20120410_PC9_E05_I","No",0,"h","erlotinib",3e-06,"M",-0.0112866948821763
"20120410","PC9","E05","J","20120410_PC9_E05_J","No",0,"h","erlotinib",3e-06,"M",-0.00841368516474326
"20120410","PC9","E06","A","20120410_PC9_E06_A","No",0,"h","erlotinib",3e-06,"M",-0.00436709562731498
"20120410","PC9","E06","B","20120410_PC9_E06_B","No",0,"h","erlotinib",3e-06,"M",-0.00270296314297211
"20120410","PC9","E06","C","20120410_PC9_E06_C","No",0,"h","erlotinib",3e-06,"M",-0.000441335984581252
"20120410","PC9","E06","D","20120410_PC9_E06_D","No",0,"h","erlotinib",3e-06,"M",-0.00218816148980933
"20120410","PC9","E06","E","20120410_PC9_E06_E","No",0,"h","erlotinib",3e-06,"M",-0.00551704081585262
"20120410","PC9","E06","F","20120410_PC9_E06_F","No",0,"h","erlotinib",3e-06,"M",-0.00447752197861644
"20120410","PC9","E06","G","20120410_PC9_E06_G","No",0,"h","erlotinib",3e-06,"M",-0.0107271491364386
"20120410","PC9","E06","H","20120410_PC9_E06_H","No",0,"h","erlotinib",3e-06,"M",-0.00878101245817768
"20120410","PC9","E07","A","20120410_PC9_E07_A","No",0,"h","erlotinib",3e-06,"M",0.00290153600232506
"20120410","PC9","E07","B","20120410_PC9_E07_B","No",0,"h","erlotinib",3e-06,"M",-0.0170989057793864
"20120410","PC9","F05","A","20120410_PC9_F05_A","No",0,"h","erlotinib",3e-06,"M",-0.0216833128683957
"20120410","PC9","F05","B","20120410_PC9_F05_B","No",0,"h","erlotinib",3e-06,"M",-0.0152679476577697
"20120410","PC9","F05","C","20120410_PC9_F05_C","No",0,"h","erlotinib",3e-06,"M",0.0010798211711554
"20120410","PC9","F05","D","20120410_PC9_F05_D","No",0,"h","erlotinib",3e-06,"M",-0.0109064989402603
"20120410","PC9","F05","E","20120410_PC9_F05_E","No",0,"h","erlotinib",3e-06,"M",-0.0139134202408884
"20120410","PC9","F05","F","20120410_PC9_F05_F","No",0,"h","erlotinib",3e-06,"M",0.00242219482440545
"20120410","PC9","F05","G","20120410_PC9_F05_G","No",0,"h","erlotinib",3e-06,"M",-0.0179704532126061
"20120410","PC9","F05","H","20120410_PC9_F05_H","No",0,"h","erlotinib",3e-06,"M",-0.00926099318658084
"20120410","PC9","F05","I","20120410_PC9_F05_I","No",0,"h","erlotinib",3e-06,"M",-0.00272621147029898
"20120410","PC9","F05","J","20120410_PC9_F05_J","No",0,"h","erlotinib",3e-06,"M",-0.00816932674502234
"20120410","PC9","F05","K","20120410_PC9_F05_K","No",0,"h","erlotinib",3e-06,"M",-0.012030504297724
"20120410","PC9","F05","L","20120410_PC9_F05_L","No",0,"h","erlotinib",3e-06,"M",-0.00770525552994257
"20120410","PC9","F07","A","20120410_PC9_F07_A","No",0,"h","erlotinib",3e-06,"M",-0.0150690781794248
"20120410","PC9","F07","B","20120410_PC9_F07_B","No",0,"h","erlotinib",3e-06,"M",0.00375052263132829
"20120410","PC9","F07","C","20120410_PC9_F07_C","No",0,"h","erlotinib",3e-06,"M",-0.0162695955152118
"20120410","PC9","F07","D","20120410_PC9_F07_D","No",0,"h","erlotinib",3e-06,"M",-0.017115454623508
"20120410","PC9","F08","A","20120410_PC9_F08_A","No",0,"h","erlotinib",3e-06,"M",0.00600847741021835
"20120410","PC9","F08","B","20120410_PC9_F08_B","No",0,"h","erlotinib",3e-06,"M",0.00200205767356346
"20120410","PC9","F08","C","20120410_PC9_F08_C","No",0,"h","erlotinib",3e-06,"M",-0.00263794933022493
"20120410","PC9","F08","D","20120410_PC9_F08_D","No",0,"h","erlotinib",3e-06,"M",0.00253979270260624
"20120410","PC9","F08","E","20120410_PC9_F08_E","No",0,"h","erlotinib",3e-06,"M",-0.00778762221482945
"20120410","PC9","F08","F","20120410_PC9_F08_F","No",0,"h","erlotinib",3e-06,"M",-0.0114034473638555
"20120410","PC9","F08","G","20120410_PC9_F08_G","No",0,"h","erlotinib",3e-06,"M",-0.00664103434153572
"20120410","PC9","G05","A","20120410_PC9_G05_A","No",0,"h","erlotinib",3e-06,"M",-0.00860765492944566
"20120410","PC9","G05","B","20120410_PC9_G05_B","No",0,"h","erlotinib",3e-06,"M",-0.0113737562343846
"20120410","PC9","G05","C","20120410_PC9_G05_C","No",0,"h","erlotinib",3e-06,"M",0.00115013683386507
"20120410","PC9","G05","D","20120410_PC9_G05_D","No",0,"h","erlotinib",3e-06,"M",-0.0154006528258687
"20120410","PC9","G05","E","20120410_PC9_G05_E","No",0,"h","erlotinib",3e-06,"M",-0.0334818406254012
"20120410","PC9","G05","F","20120410_PC9_G05_F","No",0,"h","erlotinib",3e-06,"M",-0.0109855630743173
"20120410","PC9","G05","G","20120410_PC9_G05_G","No",0,"h","erlotinib",3e-06,"M",-0.0107418449062454
"20120410","PC9","G05","I","20120410_PC9_G05_I","No",0,"h","erlotinib",3e-06,"M",-0.000535058598403414
"20120410","PC9","G05","J","20120410_PC9_G05_J","No",0,"h","erlotinib",3e-06,"M",-0.00744558216436941
"20120410","PC9","G05","K","20120410_PC9_G05_K","No",0,"h","erlotinib",3e-06,"M",-0.0120749440403884
"20120410","PC9","G05","L","20120410_PC9_G05_L","No",0,"h","erlotinib",3e-06,"M",-0.00816599455833654
"20120410","PC9","G06","A","20120410_PC9_G06_A","No",0,"h","erlotinib",3e-06,"M",-0.0113664440116633
"20120410","PC9","G06","B","20120410_PC9_G06_B","No",0,"h","erlotinib",3e-06,"M",-0.0120889451351558
"20120410","PC9","G06","C","20120410_PC9_G06_C","No",0,"h","erlotinib",3e-06,"M",-0.017398308135865
"20120410","PC9","G06","D","20120410_PC9_G06_D","No",0,"h","erlotinib",3e-06,"M",-0.0233629191340371
"20120410","PC9","G06","E","20120410_PC9_G06_E","No",0,"h","erlotinib",3e-06,"M",0.0016170022374231
"20120410","PC9","G06","F","20120410_PC9_G06_F","No",0,"h","erlotinib",3e-06,"M",-0.0162733499730756
"20120410","PC9","G06","G","20120410_PC9_G06_G","No",0,"h","erlotinib",3e-06,"M",-0.0064587444446529
"20120608","PC9","E04","A","20120608_PC9_E04_A","No",0,"h","erlotinib",3e-06,"M",-0.00222787983744485
"20120608","PC9","E04","B","20120608_PC9_E04_B","No",0,"h","erlotinib",3e-06,"M",0.00129882254142407
"20120608","PC9","E04","C","20120608_PC9_E04_C","No",0,"h","erlotinib",3e-06,"M",-0.0317989496112472
"20120608","PC9","E04","D","20120608_PC9_E04_D","No",0,"h","erlotinib",3e-06,"M",-0.0229025686470612
"20120608","PC9","E04","E","20120608_PC9_E04_E","No",0,"h","erlotinib",3e-06,"M",-0.0109456371295879
"20120608","PC9","E04","F","20120608_PC9_E04_F","No",0,"h","erlotinib",3e-06,"M",-0.00409681420051058
"20120608","PC9","E04","G","20120608_PC9_E04_G","No",0,"h","erlotinib",3e-06,"M",-0.0125311399572667
"20120608","PC9","E04","H","20120608_PC9_E04_H","No",0,"h","erlotinib",3e-06,"M",-0.0169178922185531
"20120608","PC9","E04","I","20120608_PC9_E04_I","No",0,"h","erlotinib",3e-06,"M",-0.0119633969927411
"20120608","PC9","E04","J","20120608_PC9_E04_J","No",0,"h","erlotinib",3e-06,"M",-0.00934600825835847
"20120608","PC9","E04","K","20120608_PC9_E04_K","No",0,"h","erlotinib",3e-06,"M",-0.0217511583175549
"20120608","PC9","E04","L","20120608_PC9_E04_L","No",0,"h","erlotinib",3e-06,"M",-0.00589443014483113
"20120608","PC9","E04","M","20120608_PC9_E04_M","No",0,"h","erlotinib",3e-06,"M",0.000881545342760197
"20120608","PC9","E05","A","20120608_PC9_E05_A","No",0,"h","erlotinib",3e-06,"M",-0.0125045484426085
"20120608","PC9","E05","B","20120608_PC9_E05_B","No",0,"h","erlotinib",3e-06,"M",-0.00132910281439418
"20120608","PC9","E05","C","20120608_PC9_E05_C","No",0,"h","erlotinib",3e-06,"M",-0.000681695718825385
"20120608","PC9","E05","D","20120608_PC9_E05_D","No",0,"h","erlotinib",3e-06,"M",-0.0109198942425102
"20120608","PC9","E05","E","20120608_PC9_E05_E","No",0,"h","erlotinib",3e-06,"M",-0.00718070529040614
"20120608","PC9","E05","F","20120608_PC9_E05_F","No",0,"h","erlotinib",3e-06,"M",-0.0112555131092003
"20120608","PC9","E05","G","20120608_PC9_E05_G","No",0,"h","erlotinib",3e-06,"M",0.00468548545772165
"20120608","PC9","E05","H","20120608_PC9_E05_H","No",0,"h","erlotinib",3e-06,"M",-0.0125846322744522
"20120608","PC9","E05","I","20120608_PC9_E05_I","No",0,"h","erlotinib",3e-06,"M",-0.0426352544625775
"20120608","PC9","E05","J","20120608_PC9_E05_J","No",0,"h","erlotinib",3e-06,"M",-0.00676056071090361
"20120608","PC9","E06","A","20120608_PC9_E06_A","No",0,"h","erlotinib",3e-06,"M",-0.030532017526526
"20120608","PC9","E06","B","20120608_PC9_E06_B","No",0,"h","erlotinib",3e-06,"M",-0.00528587818010585
"20120608","PC9","E06","C","20120608_PC9_E06_C","No",0,"h","erlotinib",3e-06,"M",-0.0015326039438413
"20120608","PC9","E06","D","20120608_PC9_E06_D","No",0,"h","erlotinib",3e-06,"M",-0.000947180657897011
"20120608","PC9","E06","E","20120608_PC9_E06_E","No",0,"h","erlotinib",3e-06,"M",-0.0120358454357281
"20120608","PC9","E06","F","20120608_PC9_E06_F","No",0,"h","erlotinib",3e-06,"M",-0.00741787209590755
"20120608","PC9","E06","G","20120608_PC9_E06_G","No",0,"h","erlotinib",3e-06,"M",-0.0129429409661137
"20120608","PC9","E06","H","20120608_PC9_E06_H","No",0,"h","erlotinib",3e-06,"M",-0.015497126829155
"20120608","PC9","E06","I","20120608_PC9_E06_I","No",0,"h","erlotinib",3e-06,"M",-0.0163600669387212
"20120608","PC9","E07","A","20120608_PC9_E07_A","No",0,"h","erlotinib",3e-06,"M",0.00773616888987153
"20120608","PC9","E07","B","20120608_PC9_E07_B","No",0,"h","erlotinib",3e-06,"M",-0.0248082047908224
"20120608","PC9","E07","C","20120608_PC9_E07_C","No",0,"h","erlotinib",3e-06,"M",-0.00715474457143314
"20120608","PC9","E07","E","20120608_PC9_E07_E","No",0,"h","erlotinib",3e-06,"M",-0.00740259225426472
"20120608","PC9","E07","F","20120608_PC9_E07_F","No",0,"h","erlotinib",3e-06,"M",-0.00723853396952621
"20120608","PC9","E07","G","20120608_PC9_E07_G","No",0,"h","erlotinib",3e-06,"M",-0.00397746276459637
"20120608","PC9","E07","H","20120608_PC9_E07_H","No",0,"h","erlotinib",3e-06,"M",0.000806679515412708
"20120608","PC9","E07","I","20120608_PC9_E07_I","No",0,"h","erlotinib",3e-06,"M",-0.0121998079846637
"20120608","PC9","E07","J","20120608_PC9_E07_J","No",0,"h","erlotinib",3e-06,"M",0.00300615728510524
"20120608","PC9","E07","K","20120608_PC9_E07_K","No",0,"h","erlotinib",3e-06,"M",-0.00865116876505242
"20120608","PC9","E07","L","20120608_PC9_E07_L","No",0,"h","erlotinib",3e-06,"M",-0.00358917712277498
"20120608","PC9","E07","M","20120608_PC9_E07_M","No",0,"h","erlotinib",3e-06,"M",-0.017581613085815
"20120608","PC9","E07","N","20120608_PC9_E07_N","No",0,"h","erlotinib",3e-06,"M",-0.00497001777743502
"20120608","PC9","E07","O","20120608_PC9_E07_O","No",0,"h","erlotinib",3e-06,"M",-0.0140343514851979
"20120608","PC9","E08","A","20120608_PC9_E08_A","No",0,"h","erlotinib",3e-06,"M",-0.00703462644264529
"20120608","PC9","E08","B","20120608_PC9_E08_B","No",0,"h","erlotinib",3e-06,"M",0.00276942702688229
"20120608","PC9","E08","C","20120608_PC9_E08_C","No",0,"h","erlotinib",3e-06,"M",-0.00773382600376487
"20120608","PC9","E08","D","20120608_PC9_E08_D","No",0,"h","erlotinib",3e-06,"M",-0.00694380828095989
"20120608","PC9","E08","E","20120608_PC9_E08_E","No",0,"h","erlotinib",3e-06,"M",-0.0294985351054664
"20120608","PC9","E08","F","20120608_PC9_E08_F","No",0,"h","erlotinib",3e-06,"M",-0.00702225099943601
"20120608","PC9","E08","G","20120608_PC9_E08_G","No",0,"h","erlotinib",3e-06,"M",0.00214853995003528
"20120608","PC9","E08","H","20120608_PC9_E08_H","No",0,"h","erlotinib",3e-06,"M",-0.000699967064824246
"20120608","PC9","E08","I","20120608_PC9_E08_I","No",0,"h","erlotinib",3e-06,"M",-0.00572372464200856
"20120608","PC9","E08","J","20120608_PC9_E08_J","No",0,"h","erlotinib",3e-06,"M",-0.0175090945194881
"20120608","PC9","E08","K","20120608_PC9_E08_K","No",0,"h","erlotinib",3e-06,"M",-0.00591354758628293
"20120608","PC9","E08","L","20120608_PC9_E08_L","No",0,"h","erlotinib",3e-06,"M",-0.00868277424842379
"20120608","PC9","E08","M","20120608_PC9_E08_M","No",0,"h","erlotinib",3e-06,"M",-0.0147038527596948
"20120608","PC9","E08","N","20120608_PC9_E08_N","No",0,"h","erlotinib",3e-06,"M",-0.0113489285772701
"20120608","PC9","E08","O","20120608_PC9_E08_O","No",0,"h","erlotinib",3e-06,"M",-0.0085558872173576
"20120608","PC9","E08","P","20120608_PC9_E08_P","No",0,"h","erlotinib",3e-06,"M",0.00276880571912752
"20120608","PC9","F04","A","20120608_PC9_F04_A","No",0,"h","erlotinib",3e-06,"M",-0.0043597211180525
"20120608","PC9","F04","B","20120608_PC9_F04_B","No",0,"h","erlotinib",3e-06,"M",-0.00551461298623071
"20120608","PC9","F04","C","20120608_PC9_F04_C","No",0,"h","erlotinib",3e-06,"M",-0.00144824386250363
"20120608","PC9","F04","D","20120608_PC9_F04_D","No",0,"h","erlotinib",3e-06,"M",-0.00772487454633206
"20120608","PC9","F04","E","20120608_PC9_F04_E","No",0,"h","erlotinib",3e-06,"M",-0.00809088990574505
"20120608","PC9","F04","F","20120608_PC9_F04_F","No",0,"h","erlotinib",3e-06,"M",-0.000211231270191675
"20120608","PC9","F04","G","20120608_PC9_F04_G","No",0,"h","erlotinib",3e-06,"M",-0.00698157465268981
"20120608","PC9","F04","H","20120608_PC9_F04_H","No",0,"h","erlotinib",3e-06,"M",-0.0194057442152027
"20120608","PC9","F05","A","20120608_PC9_F05_A","No",0,"h","erlotinib",3e-06,"M",-0.0236410804352378
"20120608","PC9","F05","B","20120608_PC9_F05_B","No",0,"h","erlotinib",3e-06,"M",-0.0122137685077042
"20120608","PC9","F05","C","20120608_PC9_F05_C","No",0,"h","erlotinib",3e-06,"M",-0.00244314890637766
"20120608","PC9","F05","D","20120608_PC9_F05_D","No",0,"h","erlotinib",3e-06,"M",-0.0101890350789501
"20120608","PC9","F05","E","20120608_PC9_F05_E","No",0,"h","erlotinib",3e-06,"M",-0.00110765304239283
"20120608","PC9","F05","F","20120608_PC9_F05_F","No",0,"h","erlotinib",3e-06,"M",-0.0213342975659429
"20120608","PC9","F05","G","20120608_PC9_F05_G","No",0,"h","erlotinib",3e-06,"M",-0.00777324014614539
"20120608","PC9","F05","H","20120608_PC9_F05_H","No",0,"h","erlotinib",3e-06,"M",-0.00866933154711427
"20120608","PC9","F05","I","20120608_PC9_F05_I","No",0,"h","erlotinib",3e-06,"M",-0.00222252089040663
"20120608","PC9","F05","J","20120608_PC9_F05_J","No",0,"h","erlotinib",3e-06,"M",-0.022531309332413
"20120608","PC9","F05","K","20120608_PC9_F05_K","No",0,"h","erlotinib",3e-06,"M",-0.0196853743037226
"20120608","PC9","F05","L","20120608_PC9_F05_L","No",0,"h","erlotinib",3e-06,"M",-0.00876940968715857
"20120608","PC9","F06","A","20120608_PC9_F06_A","No",0,"h","erlotinib",3e-06,"M",-0.000705123331774611
"20120608","PC9","F06","B","20120608_PC9_F06_B","No",0,"h","erlotinib",3e-06,"M",-0.0143614864015244
"20120608","PC9","F06","C","20120608_PC9_F06_C","No",0,"h","erlotinib",3e-06,"M",-0.00368448212554974
"20120608","PC9","F06","D","20120608_PC9_F06_D","No",0,"h","erlotinib",3e-06,"M",-0.011318738832605
"20120608","PC9","F06","E","20120608_PC9_F06_E","No",0,"h","erlotinib",3e-06,"M",0.00348131092124716
"20120608","PC9","F06","F","20120608_PC9_F06_F","No",0,"h","erlotinib",3e-06,"M",-0.0164244527050305
"20120608","PC9","F06","G","20120608_PC9_F06_G","No",0,"h","erlotinib",3e-06,"M",-0.00576035790415414
"20120608","PC9","F06","H","20120608_PC9_F06_H","No",0,"h","erlotinib",3e-06,"M",-0.0148182687662246
"20120608","PC9","F06","I","20120608_PC9_F06_I","No",0,"h","erlotinib",3e-06,"M",-0.0127208500939327
"20120608","PC9","F06","J","20120608_PC9_F06_J","No",0,"h","erlotinib",3e-06,"M",-0.00123170864141759
"20120608","PC9","F07","A","20120608_PC9_F07_A","No",0,"h","erlotinib",3e-06,"M",-0.00973125198217266
"20120608","PC9","F07","B","20120608_PC9_F07_B","No",0,"h","erlotinib",3e-06,"M",-0.00466785004425094
"20120608","PC9","F07","C","20120608_PC9_F07_C","No",0,"h","erlotinib",3e-06,"M",-0.00376168556817071
"20120608","PC9","F07","D","20120608_PC9_F07_D","No",0,"h","erlotinib",3e-06,"M",-0.0192587376051018
"20120608","PC9","F07","E","20120608_PC9_F07_E","No",0,"h","erlotinib",3e-06,"M",-0.00730617101882528
"20120608","PC9","F07","F","20120608_PC9_F07_F","No",0,"h","erlotinib",3e-06,"M",-0.0124891087956091
"20120608","PC9","F07","G","20120608_PC9_F07_G","No",0,"h","erlotinib",3e-06,"M",-0.0150859022394414
"20120608","PC9","F07","H","20120608_PC9_F07_H","No",0,"h","erlotinib",3e-06,"M",-0.017249475297581
"20120608","PC9","F07","I","20120608_PC9_F07_I","No",0,"h","erlotinib",3e-06,"M",-0.00880197029947907
"20120608","PC9","F07","J","20120608_PC9_F07_J","No",0,"h","erlotinib",3e-06,"M",0.00133336944521331
"20120608","PC9","F07","K","20120608_PC9_F07_K","No",0,"h","erlotinib",3e-06,"M",-0.0105897260471159
"20120608","PC9","F07","L","20120608_PC9_F07_L","No",0,"h","erlotinib",3e-06,"M",-0.00711875428701241
"20120608","PC9","F07","M","20120608_PC9_F07_M","No",0,"h","erlotinib",3e-06,"M",-0.0149257792867628
"20120608","PC9","F07","N","20120608_PC9_F07_N","No",0,"h","erlotinib",3e-06,"M",-0.00269820241829344
"20120608","PC9","F07","O","20120608_PC9_F07_O","No",0,"h","erlotinib",3e-06,"M",-0.0119351482597665
"20120608","PC9","C06","A","20120608_PC9_C06_A","No",0,"h","control",0,"M",-0.000471809372836929
"20120608","PC9","C06","B","20120608_PC9_C06_B","No",0,"h","control",0,"M",0.00865242519148052
"20120608","PC9","C06","C","20120608_PC9_C06_C","No",0,"h","control",0,"M",0.00621522509735427
"20120608","PC9","C06","D","20120608_PC9_C06_D","No",0,"h","control",0,"M",-0.0227279520177819
"20120608","PC9","C06","E","20120608_PC9_C06_E","No",0,"h","control",0,"M",0.00474959540859705
"20120608","PC9","C06","F","20120608_PC9_C06_F","No",0,"h","control",0,"M",-0.00250804493038009
"20120608","PC9","C06","G","20120608_PC9_C06_G","No",0,"h","control",0,"M",-0.0143039745434534
"20120608","PC9","C06","H","20120608_PC9_C06_H","No",0,"h","control",0,"M",-0.0119408659998894
"20120608","PC9","C06","I","20120608_PC9_C06_I","No",0,"h","control",0,"M",-0.00417617173318146
"20120608","PC9","C06","J","20120608_PC9_C06_J","No",0,"h","control",0,"M",-0.0175770383727035
"20120608","PC9","C06","K","20120608_PC9_C06_K","No",0,"h","control",0,"M",-0.0223053599872464
"20120608","PC9","C06","L","20120608_PC9_C06_L","No",0,"h","control",0,"M",-0.0168913014438068
"20120608","PC9","C06","M","20120608_PC9_C06_M","No",0,"h","control",0,"M",-0.0169404835724055
"20120608","PC9","C06","N","20120608_PC9_C06_N","No",0,"h","control",0,"M",-0.0156381183929535
"20120608","PC9","C07","A","20120608_PC9_C07_A","No",0,"h","control",0,"M",-0.00451333796186863
"20120608","PC9","C07","B","20120608_PC9_C07_B","No",0,"h","control",0,"M",0.0168762785389492
"20120608","PC9","C07","C","20120608_PC9_C07_C","No",0,"h","control",0,"M",0.000132875039624437
"20120608","PC9","C07","D","20120608_PC9_C07_D","No",0,"h","control",0,"M",0.00978674689701055
"20120608","PC9","C07","E","20120608_PC9_C07_E","No",0,"h","control",0,"M",0.0100867377172989
"20120608","PC9","C07","F","20120608_PC9_C07_F","No",0,"h","control",0,"M",-0.0107150843332729
"20120608","PC9","C07","G","20120608_PC9_C07_G","No",0,"h","control",0,"M",0.00924495763587404
"20120608","PC9","C07","H","20120608_PC9_C07_H","No",0,"h","control",0,"M",0.00963739711250267
"20120608","PC9","C07","I","20120608_PC9_C07_I","No",0,"h","control",0,"M",-0.0286317908873592
"20120608","PC9","C07","J","20120608_PC9_C07_J","No",0,"h","control",0,"M",-0.00526535210836185
"20120410","PC9","D06","A","20120410_PC9_D06_A","No",0,"h","control",0,"M",0.032936552355536
"20120410","PC9","D06","B","20120410_PC9_D06_B","No",0,"h","control",0,"M",0.0313646256380292
"20120410","PC9","D06","C","20120410_PC9_D06_C","No",0,"h","control",0,"M",0.0383381933431561
"20120410","PC9","D06","D","20120410_PC9_D06_D","No",0,"h","control",0,"M",0.0323549681773967
"20120410","PC9","D06","E","20120410_PC9_D06_E","No",0,"h","control",0,"M",0.0319153874127528
"20120410","PC9","D06","F","20120410_PC9_D06_F","No",0,"h","control",0,"M",0.0412635883635746
"20120410","PC9","D06","G","20120410_PC9_D06_G","No",0,"h","control",0,"M",0.0144697862716441
"20120410","PC9","D06","H","20120410_PC9_D06_H","No",0,"h","control",0,"M",0.0167247709907861
"20120410","PC9","D06","I","20120410_PC9_D06_I","No",0,"h","control",0,"M",0.0354175458103334
"20120410","PC9","D06","J","20120410_PC9_D06_J","No",0,"h","control",0,"M",0.0346867252457222
"20120410","PC9","D06","K","20120410_PC9_D06_K","No",0,"h","control",0,"M",0.0369354666389082
"20120410","PC9","D06","L","20120410_PC9_D06_L","No",0,"h","control",0,"M",0.0337993581957211
"20120410","PC9","D06","M","20120410_PC9_D06_M","No",0,"h","control",0,"M",0.0357928756949992
"20120410","PC9","D06","N","20120410_PC9_D06_N","No",0,"h","control",0,"M",0.024733719165522
